id,area,weakness,fix_contract,test_contract,prompt_status,resolution_status,dedupe_status,linked_w_id,package,evidence,next_action,commit
R0001,RISK-CAT-01 Source-of-truth / Git / execution control,активная папка снова не GitHub-backed,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P01,gh auth status logged in as ddotdanyaa; origin configured to https://github.com/ddotdanyaa/lifeos-final33.git; Product Brain GitHub Release Map records push retry.,Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0002,RISK-CAT-01 Source-of-truth / Git / execution control,изменения остаются локальными без commit/push,"зафиксировать GitHub-backed baseline, commit/push, state file, diff, screenshot evidence и continuation capsule",targeted unit/e2e + screenshot where visual + ledger evidence + git diff check,OPEN,BLOCKED_EXTERNAL_NETWORK_RETRY_WITH_PROOF,direct_status,,P01,"Local commits exist, auth works, origin exists; git push reached object upload but remote returned HTTP 408.",Owner: run gh auth login or provide a GitHub remote URL; then run npm run release:push -- <repo-url>.,ab069cc
R0049,RISK-CAT-02 First screen / IA / progressive disclosure,нет единого Daily Command Center,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0050,RISK-CAT-02 First screen / IA / progressive disclosure,длинные advanced details не спрятаны в disclosure,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0051,RISK-CAT-02 First screen / IA / progressive disclosure,left rail перегружает до выполнения первого действия,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0052,RISK-CAT-02 First screen / IA / progressive disclosure,right inspector перетягивает внимание от capture,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0053,RISK-CAT-02 First screen / IA / progressive disclosure,навигация не группирует LifeOS по режимам,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0054,RISK-CAT-02 First screen / IA / progressive disclosure,"нет quick actions: быстрая задача, расход, голос, файл","перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0055,RISK-CAT-02 First screen / IA / progressive disclosure,нет quiet mode для простых задач,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0056,RISK-CAT-02 First screen / IA / progressive disclosure,нет focus mode после capture,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0057,RISK-CAT-02 First screen / IA / progressive disclosure,нет понятного результата «создано»,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0058,RISK-CAT-02 First screen / IA / progressive disclosure,нет empty-state teaching для новых пользователей,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0059,RISK-CAT-02 First screen / IA / progressive disclosure,нет visual hierarchy between primary/secondary actions,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0060,RISK-CAT-02 First screen / IA / progressive disclosure,нет color tokens for task/finance/habit/goal/source/control,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0061,RISK-CAT-02 First screen / IA / progressive disclosure,нет workspace home cards с реальными counts/actions,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0062,RISK-CAT-02 First screen / IA / progressive disclosure,"экран скроллится, но главное уходит вниз","перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0063,RISK-CAT-02 First screen / IA / progressive disclosure,"на mobile сначала виден не capture, а sidebar/noise","перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0064,RISK-CAT-02 First screen / IA / progressive disclosure,"мини-граф воспринимается как декор, не навигация","перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0065,RISK-CAT-02 First screen / IA / progressive disclosure,нет breadcrumbs: где я и что сейчас выбрано,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0066,RISK-CAT-02 First screen / IA / progressive disclosure,нет режимов Today / Work / Capture / Review,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0067,RISK-CAT-02 First screen / IA / progressive disclosure,нет command palette с human labels,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0068,RISK-CAT-02 First screen / IA / progressive disclosure,нет timeline narrative: вход → разбор → применение,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0069,RISK-CAT-02 First screen / IA / progressive disclosure,нет single artifact inspector как центр смыслов,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0070,RISK-CAT-02 First screen / IA / progressive disclosure,нет clear split между review и archive,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0071,RISK-CAT-02 First screen / IA / progressive disclosure,нет progressive disclosure for provider/receipt/debug,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0072,RISK-CAT-02 First screen / IA / progressive disclosure,нет onboarding checklist на 5 действий,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0073,RISK-CAT-02 First screen / IA / progressive disclosure,нет визуального статуса локально/провайдер/синхронизация,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0074,RISK-CAT-02 First screen / IA / progressive disclosure,нет видимой зоны «что не требует подтверждения»,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
R0075,RISK-CAT-02 First screen / IA / progressive disclosure,confirmation actions не рядом с understood item,"перестроить IA через progressive disclosure: capture-first, Daily/Money/Artifact core, advanced zones hidden, Russian-first actions",Playwright owner-home fullPage screenshot + 5-second comprehension assertions,OPEN,FIXED_WITH_CODE_AND_TEST,direct_status,,P02,docs/qc/OWNER_UX_001_REPORT.md; output/playwright/ux-home-calm.png; output/playwright/ux-after-analysis.png; output/playwright/ux-after-quick-task.png,No local code action remains for this risk; keep only provider/GitHub gates explicit.,ab069cc
