"ID","Type","Workspace","PrimaryRoute","ImplementationClass","ImplementationStatus","OwnerAction","RepositoryObjects","MutationContract","Projection","GraphBacklinkProof","ReceiptAuditProof","DataControlProof","PolicyBoundary","Tests","ManualAuditNotes","EvidencePath","LastVerifiedAt"
"C04-065","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-066","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C04-067","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-068","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-069","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-070","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-071","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-072","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-073","Качество","Chat","/app/chat","Guard-only","planned-guard","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-074","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-075","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-076","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-077","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-078","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-079","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-080","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C04-081","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-082","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-083","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-084","Функция","Chat","/app/chat","P2-expand","planned","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C04-085","Качество","Chat","/app/chat","Guard-only","planned-guard","","ChatThread, ChatMessage, MeetingNote, Contact, ConversationContext","","","","","","","","","",""
"C05-001","Функция","Inbox","/app/inbox","P2-expand","planned","","Source, SourcePacket, Attachment, ImportJob, CaptureDraft","","","","","","","","","",""
"C05-002","Функция","Inbox","/app/inbox","P2-expand","planned","","Source, SourcePacket, Attachment, ImportJob, CaptureDraft","","","","","","","","","",""
"C05-003","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C05-004","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C05-005","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C05-006","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C05-007","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C05-008","Функция","Inbox","/app/inbox","P2-expand","planned","","Source, SourcePacket, Attachment, ImportJob, CaptureDraft","","","","","","","","","",""
"C05-009","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C05-010","Функция","Plan","/app/plan","P2-expand","planned","","Task, Project, CalendarBlock, PlannerBlock, FocusSession, WeekPlan","","","","","","","","","",""
"C05-011","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C05-012","Функция","Today","/app/today","P2-expand","planned","","TodayPage, DailyReview, JournalEntry, NextAction, RecoveryPlan","","","","","","","","","",""
"C05-013","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C05-014","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C05-015","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C05-016","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C05-017","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C05-018","Функция","Providers","/app/providers","Blocked-provider","blocked-provider","","ProviderBoundary, ModelProfile, MediaTranscriptJob, ScreenSession, DeviceSyncState","","","","","","","","","",""
"C05-019","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C05-020","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C05-021","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C05-022","Функция","Inbox","/app/inbox","P2-expand","planned","","Source, SourcePacket, Attachment, ImportJob, CaptureDraft","","","","","","","","","",""
"C05-023","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C05-024","Функция","Inbox","/app/inbox","P2-expand","planned","","Source, SourcePacket, Attachment, ImportJob, CaptureDraft","","","","","","","","","",""
"C05-025","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C05-026","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C05-027","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C05-028","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C05-029","Функция","Control","/app/control","P2-expand","planned","","Receipt, DataControlItem, AuditEvent, ExportJob, DeletePreview, PrivacyZone, PermissionGrant","","","","","","","","","",""
"C05-030","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C05-031","Функция","Domains","/app/domains","P3-domain","deferred-after-kernel","","HealthSignal, Routine, Relationship, HomeItem, MoneyEvent, Trip, Meal, DomainPack","","","","","","","","","",""
"C05-032","Функция","Graph","/app/graph","P2-expand","planned","","GraphNode, GraphEdge, Entity, EntityCandidate, RelationshipReason","","","","","","","","","",""
"C05-033","Качество","Inbox","/app/inbox","Guard-only","planned-guard","","Source, SourcePacket, Attachment, ImportJob, CaptureDraft","","","","","","","","","",""
"C05-034","Минус","Agents","/app/agents","Guard-only","planned-guard","","AgentManifest, ToolScope, WorkflowManifest, WorkflowRunPreview, ActionProposal","","","","","","","","","",""
"C05-035","Минус","Core / invisible OS spine","/app/system","Guard-only","planned-guard","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C05-036","Минус","Core / invisible OS spine","/app/system","Guard-only","planned-guard","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C05-037","Функция","Packs","/app/packs","P3-domain","deferred-after-kernel","","PackManifest, CustomObjectType, Template, BuilderBlock, InstallImpact","","","","","","","","","",""
"C05-038","Функция","Core / invisible OS spine","/app/system","P0-kernel","planned","","LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge","","","","","","","","","",""
"C06-001","Качество","Library","/app/library","Guard-only","planned-guard","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-002","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-003","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-004","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-005","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-006","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-007","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-008","Функция","Library","/app/library","P1-corridor","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-009","Функция","Library","/app/library","P1-corridor","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-010","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-011","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-012","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
"C06-013","Функция","Library","/app/library","P2-expand","planned","","Note, DailyNote, JournalEntry, KnowledgeItem, Tag, Space, Backlink, WikiLink","","","","","","","","","",""
