ID,Type,C section,Canonical section title,UX/build bucket,Workspace,Primary route,Build phase,Core objects,Implementation stance,Acceptance hint,Title,Essence excerpt,Canon line,Source path
C02-033,Качество,C02,"СТАРТ, ВХОД И МИГРАЦИЯ",Kernel / OS Spine,Core / invisible OS spine,/app/system,PLAN_TBD_BY_ARTIFACT_AUDIT,"LifeObject, SourceRef, Receipt, AuditEvent, PolicyBoundary, GraphEdge",build as acceptance criterion,Все сущности имеют общий id/state/source/receipt/graph refs; ни одна секция не хранит отдельные fake arrays.,"Разделение пробного и платного режима по источнику вычислений, а не по сломанным функциям","пробный и платный режимы должны отличаться в первую очередь источником вычислений, скоростью, удобством и включённым бюджетом тяжёлой обработки, а не поломанным ядром и искусственно отрезанными функциями.",4570,docs/source_of_truth/LifeOS_canon_v33.md
C02-034,Функция,C02,"СТАРТ, ВХОД И МИГРАЦИЯ",Agents / Workflows,Agents,/app/agents,PLAN_TBD_BY_ARTIFACT_AUDIT,"AgentManifest, ToolScope, WorkflowManifest, WorkflowRunPreview, ActionProposal",implement as product capability,Агент ничего не отправляет/не удаляет/не публикует без явного approval; dry-run даёт receipt и proposal.,Платный режим с включённым бюджетом вычислений,"платный контур должен включать понятный объём тяжёлой обработки, а после его исчерпания переводить пользователя не в тупик, а в локальный режим, личный внешний маршрут или дополнительный пакет вычислений.",4576,docs/source_of_truth/LifeOS_canon_v33.md
C02-035,Функция,C02,"СТАРТ, ВХОД И МИГРАЦИЯ",Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",implement as product capability,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Десять сверхсильных стартовых режимов по выбору,первый вход не должен упираться в один-единственный клин; у пользователя должен быть выбор из нескольких действительно прокачанных стартовых режимов под разные боли.,4582,docs/source_of_truth/LifeOS_canon_v33.md
C02-036,Качество,C02,"СТАРТ, ВХОД И МИГРАЦИЯ",Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Многоклиновый вход не сужает продукт,"несколько входов нужны не для превращения LifeOS в набор мини-приложений, а для разных точек захода в одно и то же ядро.",4588,docs/source_of_truth/LifeOS_canon_v33.md
C03-001,Качество,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Реализм захвата — каноническая часть продукта,"входящий слой должен быть рассчитан на реальную жизнь, а не добавляться потом как удобство.",4599,docs/source_of_truth/LifeOS_canon_v33.md
C03-002,Качество,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Почти нулевое трение на входе,"мысль должна попадать в систему быстрее, чем успевает исчезнуть.",4605,docs/source_of_truth/LifeOS_canon_v33.md
C03-003,Качество,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Короткая мобильная сессия как норма,"захват должен работать в реальной жизни, где у человека мало времени и внимания.",4611,docs/source_of_truth/LifeOS_canon_v33.md
C03-004,Качество,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Быстрый вход под хаотичное мышление,система должна принимать сырой сброс мыслей без немедленной сортировки.,4617,docs/source_of_truth/LifeOS_canon_v33.md
C03-005,Качество,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.","Сначала сохранить, потом разбирать","структура должна приходить после спасения мысли, а не до него.",4623,docs/source_of_truth/LifeOS_canon_v33.md
C03-006,Качество,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",build as acceptance criterion,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Вход выдерживает плохую сеть и прерывание,захват не должен ломаться из-за реальности телефона и среды.,4629,docs/source_of_truth/LifeOS_canon_v33.md
C03-007,Функция,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",implement as product capability,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Захват в одно касание,у продукта должна быть предельно короткая стартовая точка для нового входящего.,4635,docs/source_of_truth/LifeOS_canon_v33.md
C03-008,Функция,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",implement as product capability,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Мгновенная пустая поверхность захвата,дефолтный вход — это чистый экран без навязанного выбора типа объекта и без длинной формы.,4641,docs/source_of_truth/LifeOS_canon_v33.md
C03-009,Функция,C03,ЗАХВАТ И ВХОДЯЩИЙ КОНТУР,Capture / Inbox,Inbox,/app/inbox,PLAN_TBD_BY_ARTIFACT_AUDIT,"Source, SourcePacket, Attachment, ImportJob, CaptureDraft",implement as product capability,"Любой ввод сохраняется локально, получает provenance, receipt, Data Control item и graph edge.",Виджет для быстрого входа,захват должен начинаться ещё до открытия полного продукта.,4648,docs/source_of_truth/LifeOS_canon_v33.md
